userId,movieId,title,predicted_score,rank
-1,3114,Toy Story 2 (1999),1.0000000000000002,1
-1,136016,The Good Dinosaur (2015),1.0000000000000002,2
-1,4016,"Emperor's New Groove, The (2000)",1.0000000000000002,3
-1,166461,Moana (2016),1.0000000000000002,4
-1,2294,Antz (1998),1.0000000000000002,5
-1,126142,The Cave of the Golden Rose (1991),1.0000000000000002,1
-1,2162,"NeverEnding Story II: The Next Chapter, The (1990)",1.0000000000000002,2
-1,2161,"NeverEnding Story, The (1984)",1.0000000000000002,3
-1,126,"NeverEnding Story III, The (1994)",1.0000000000000002,4
-1,158813,Alice Through the Looking Glass (2016),1.0000000000000002,5
-1,113573,Sin City: A Dame to Kill For (2014),1.0000000000000002,1
-1,1769,"Replacement Killers, The (1998)",1.0000000000000002,2
-1,105585,Machete Kills (Machete 2) (2013),1.0000000000000002,3
-1,1752,Hard Rain (1998),1.0000000000000002,4
-1,2741,No Mercy (1986),1.0000000000000002,5
