userId,movieId,title,predicted_score,rank
1,115667,"Love, Rosie (2014)",5.0,1
1,139747,Before We Go (2014),5.0,2
1,128832,The Last Five Years (2014),5.0,3
1,72919,Did You Hear About the Morgans? (2009),5.0,4
1,8738,"Woman Is a Woman, A (femme est une femme, Une) (1961)",5.0,5
1,43930,Just My Luck (2006),5.0,6
1,90524,Abduction (2011),5.0,7
1,47516,Material Girls (2006),5.0,8
1,94325,"Lucky One, The (2012)",5.0,9
1,80858,You Again (2010),5.0,10
2,167732,A Street Cat Named Bob (2016),5.0,1
2,141718,Deathgasm (2015),5.0,2
2,180231,Daddy's Home 2 (2017),4.9999995,3
2,55555,"Edge of Heaven, The (Auf der anderen Seite) (2007)",4.535015,4
2,60894,"Edge of Love, The (2008)",4.535015,5
2,60857,"Tracey Fragments, The (2007)",4.535015,6
2,90353,Beautiful Boy (2010),4.535015,7
2,88932,Final Destination 5 (2011),4.535015,8
2,57843,Rise of the Footsoldier (2007),4.535015,9
2,140523,"Visit, The (2015)",4.5006742,10
3,6752,"Fighting Temptations, The (2003)",4.9999995,1
3,1458,Touch (1997),4.9999995,2
3,56169,Awake (2007),4.9999995,3
3,60832,Pathology (2008),4.9999995,4
3,6949,"Big Empty, The (2003)",4.9999995,5
3,889,1-900 (06) (1994),4.9999995,6
3,1167,Dear God (1996),4.9999995,7
3,6886,Beyond Borders (2003),4.9999995,8
3,59738,All the Boys Love Mandy Lane (2006),4.9999995,9
3,4863,Female Trouble (1975),4.9999995,10
